path,surface,current_folder,file_role,owner,imported_by,exported_by,registered_by,mounted_by,route_reference,used_status,dead_risk,noise_risk,recommended_action,action_taken,reason,notes
app-partner/parts/PartnerOrderActionPanel.tsx,app-partner,parts,SHARED,dsh,OrdersInboxScreen.tsx,app-partner/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner order action panel,
app-partner/parts/PartnerOrderAlertsPanel.tsx,app-partner,parts,SHARED,dsh,OrdersInboxScreen.tsx,app-partner/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner order alerts panel,
app-partner/parts/PartnerOrderConversationPanel.tsx,app-partner,parts,SHARED,dsh,OrdersInboxScreen.tsx,app-partner/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner order conversation panel,
app-partner/parts/PartnerOrderIssuePanel.tsx,app-partner,parts,SHARED,dsh,OrdersInboxScreen.tsx,app-partner/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner order issue panel,
app-partner/parts/PartnerVideoSubmissionPanel.tsx,app-partner,parts,SHARED,dsh,PromotionsScreen.tsx,app-partner/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner video submission panel,
app-partner/screens/DshPartnerOrderRejectionScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner order rejection screen,
app-partner/screens/InventoryCatalogScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner inventory catalog screen,
app-partner/screens/OperationScreens.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner operation screens composite,
app-partner/screens/OrdersInboxScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,ML-018/019/020: partner orders inbox; modified in V6 (captain_assigned/arriving states); BLOCKED_BY_CONTRACT CG-023,
app-partner/screens/PartnerEntryScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner entry screen,
app-partner/screens/PartnerHubScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,ML-017: partner hub screen; availability toggle skeleton present; BLOCKED_BY_CONTRACT,
app-partner/screens/PartnerSupportScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner support screen,
app-partner/screens/PromotionsScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner promotions screen,
app-partner/screens/StoreProfileScreen.tsx,app-partner,screens,SCREEN,dsh,DshPartnerSurface.tsx,app-partner/index.ts,dsh-partner.screen-registry.ts,DshPartnerSurface.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner store profile screen,
app-partner/sheets/AcceptanceTimerSheet.tsx,app-partner,sheets,SHEET,dsh,—,app-partner/sheets/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-016: exported from sheets/index.ts; NOT mounted in OrdersInboxScreen; BLOCKED_BY_CONTRACT CG-021,
app-partner/sheets/index.ts,app-partner,sheets,INDEX,dsh,—,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Sheets barrel export for partner sheets,
control-panel/DshControlPanelSurfaceHost.tsx,control-panel,—,SURFACE,dsh,nextjs-page,control-panel/index.ts,—,nextjs-page,—,MOUNTED_HOST,LOW,LOW,KEEP,VERIFIED,CP surface host; only mounts ControlPanelDshOperationsScreen — no direct route to catalog/finance/marketing/support/partners screens,Critical: only operations is wired through this surface host
control-panel/catalogs/CatalogAdoptionQueue.tsx,control-panel,catalogs,SECTION,dsh,ControlPanelDshCatalogScreen.tsx,control-panel/catalogs/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Catalog adoption queue; imported by ControlPanelDshCatalogScreen on approvals/marketing tab,
control-panel/catalogs/CatalogPublishingGateSection.tsx,control-panel,catalogs,SECTION,dsh,—,control-panel/catalogs/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,WIRE_TO_PARENT,EXPORTED_ONLY,ML-054: exported from catalogs/index.ts; NOT imported by ControlPanelDshCatalogScreen; BLOCKED_BY_CONTRACT (catalog publish API not proven),
control-panel/catalogs/ControlPanelDshCatalogCategoriesScreen.tsx,control-panel,catalogs,SCREEN,dsh,—,control-panel/catalogs/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Exported from catalogs/index.ts; not mounted in any known surface host within dsh/frontend,
control-panel/catalogs/ControlPanelDshCatalogScreen.tsx,control-panel,catalogs,SCREEN,dsh,—,control-panel/catalogs/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Exported from catalogs/index.ts; DshControlPanelSurfaceHost only mounts operations — catalog screen not in OperationsHubScreen SCREEN_RENDERERS; likely mounted via separate Next.js page outside dsh/frontend scope,
control-panel/catalogs/ItemApprovalSection.tsx,control-panel,catalogs,SECTION,dsh,—,control-panel/catalogs/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,WIRE_TO_PARENT,EXPORTED_ONLY,ML-053: exported from catalogs/index.ts; NOT imported by ControlPanelDshCatalogScreen; BLOCKED_BY_CONTRACT (catalog approval API not proven),
control-panel/catalogs/catalog.ts,control-panel,catalogs,DATA,dsh,ControlPanelDshCatalogScreen.tsx,control-panel/catalogs/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Catalog master data; imported by catalog screen,
control-panel/catalogs/closure-workspaces.tsx,control-panel,catalogs,WORKSPACE,dsh,—,control-panel/catalogs/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Catalog closure workspaces; exported but not mounted,
control-panel/catalogs/index.ts,control-panel,catalogs,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Catalogs barrel export,
control-panel/control/closure-workspaces.tsx,control-panel,control,WORKSPACE,dsh,—,control-panel/control/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Control closure workspaces; exported but not mounted,
control-panel/control/index.ts,control-panel,control,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Control barrel export,
control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,control-panel,dashboard,SCREEN,dsh,—,control-panel/dashboard/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Dashboard screen; not mounted in any known surface host within dsh/frontend,
control-panel/dashboard/index.ts,control-panel,dashboard,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Dashboard barrel export,
control-panel/finance/CaptainPayoutWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-041: WLT bridge workspace; BLOCKED_BY_WLT CG-034; exported from finance/index.ts; not mounted,
control-panel/finance/CommissionBreakdownWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-043: WLT bridge workspace; BLOCKED_BY_WLT (commission bridge); exported from finance/index.ts; not mounted,
control-panel/finance/FieldCommissionWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-045: WLT bridge workspace; BLOCKED_BY_WLT (field commission); exported from finance/index.ts; not mounted,
control-panel/finance/FinanceHubScreen.tsx,control-panel,finance,SCREEN,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Finance hub screen; not mounted in any known surface host within dsh/frontend; likely mounted via separate Next.js page,
control-panel/finance/PartnerSettlementWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-040: WLT bridge workspace; BLOCKED_BY_WLT CG-033; exported from finance/index.ts; not mounted,
control-panel/finance/PlatformFeeAuditWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-044: WLT bridge workspace; BLOCKED_BY_WLT (fee bridge); exported from finance/index.ts; not mounted,
control-panel/finance/RefundQueueWorkspace.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-042: WLT bridge workspace; BLOCKED_BY_WLT CG-035; exported from finance/index.ts; not mounted,
control-panel/finance/closure-workspaces.tsx,control-panel,finance,WORKSPACE,wlt.dsh,—,control-panel/finance/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Finance closure workspaces; exported but not mounted,
control-panel/finance/finance.registry.ts,control-panel,finance,REGISTRY,dsh,FinanceHubScreen.tsx,control-panel/finance/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Finance registry definitions,
control-panel/finance/finance.types.ts,control-panel,finance,TYPES,dsh,FinanceHubScreen.tsx,control-panel/finance/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Finance type definitions,
control-panel/finance/index.ts,control-panel,finance,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Finance barrel export,
control-panel/fixture-locations.ts,control-panel,—,FIXTURE_PREVIEW_DATA,dsh,DshControlPanelSurfaceHost.tsx,—,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,CP fixture location data,
control-panel/index.ts,control-panel,—,INDEX,dsh,external consumers,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Control panel barrel export,
control-panel/marketing/BannersCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Banners command deck screen; rendered by marketing hub,
control-panel/marketing/CampaignsCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Campaigns command deck screen,
control-panel/marketing/ControlPanelDshMarketingScreen.tsx,control-panel,marketing,SCREEN,dsh,—,control-panel/marketing/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Marketing hub screen; not mounted in DshControlPanelSurfaceHost (operations-only); likely via separate Next.js page,
control-panel/marketing/GrowthCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Growth command deck screen,
control-panel/marketing/LoyaltyCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Loyalty command deck screen,
control-panel/marketing/MarketingMediaReviewCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing media review command deck screen,
control-panel/marketing/MarketingReviewQueue.tsx,control-panel,marketing,SHARED,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing review queue component,
control-panel/marketing/PartnerOffersCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner offers command deck screen,
control-panel/marketing/PromosCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Promos command deck screen,
control-panel/marketing/SmartSignalLayerScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Smart signal layer screen,
control-panel/marketing/VideosCommandDeckScreen.tsx,control-panel,marketing,SCREEN,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Videos command deck screen,
control-panel/marketing/closure-workspaces.tsx,control-panel,marketing,WORKSPACE,dsh,—,control-panel/marketing/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Marketing closure workspaces; exported but not mounted in known surface host,
control-panel/marketing/control-panel-marketing.module.css,control-panel,marketing,STYLE,dsh,ControlPanelDshMarketingScreen.tsx,—,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing module CSS,
control-panel/marketing/flow-meta.ts,control-panel,marketing,DATA,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing flow metadata,
control-panel/marketing/index.ts,control-panel,marketing,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Marketing barrel export,
control-panel/marketing/loyaltyCommerceData.ts,control-panel,marketing,FIXTURE_PREVIEW_DATA,dsh,LoyaltyCommandDeckScreen.tsx,control-panel/marketing/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Loyalty commerce preview data,
control-panel/marketing/section-catalog.ts,control-panel,marketing,DATA,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing section catalog,
control-panel/marketing/section-meta.ts,control-panel,marketing,DATA,dsh,ControlPanelDshMarketingScreen.tsx,control-panel/marketing/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Marketing section metadata,
control-panel/operations/AreaCapacityScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,area-capacity,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Area capacity screen; in SCREEN_RENDERERS of OperationsHubScreen,
control-panel/operations/AuditSupportSlaScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,audit-support-sla,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Audit/Support/SLA screen; in SCREEN_RENDERERS; WIRED_IN_FLOW confirmed,AuditTrailDetailWorkspace is NOT imported by this screen despite being exported from operations/index.ts
control-panel/operations/AuditTrailDetailWorkspace.tsx,control-panel,operations,WORKSPACE,dsh,—,control-panel/operations/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,WIRE_TO_PARENT,EXPORTED_ONLY,ML-035: exported from operations/index.ts; NOT imported by AuditSupportSlaScreen; BLOCKED_BY_CONTRACT (audit detail API not proven),False claim in V6 gate that this was wired — index export added but AuditSupportSlaScreen still does not import AuditTrailDetailWorkspace
control-panel/operations/AwnakScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,proxy-shein-awnak,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Awnak screen; in SCREEN_RENDERERS,
control-panel/operations/CaptainOperationsScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,captain-operations,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Captain operations screen; in SCREEN_RENDERERS,
control-panel/operations/CommandCenterScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,command-center,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Command center screen; default screen in SCREEN_RENDERERS,
control-panel/operations/ControlPanelDshSheinProxyScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,sheinproxy,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Shein proxy screen; in SCREEN_RENDERERS,
control-panel/operations/DispatchAssignmentScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,dispatch-assignment,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Dispatch assignment screen; in SCREEN_RENDERERS,
control-panel/operations/ExceptionsEscalationsScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,exceptions-escalations,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Exceptions/escalations screen; in SCREEN_RENDERERS,
control-panel/operations/GeoHeatmapScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,geo-heatmap,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Geo heatmap screen; in SCREEN_RENDERERS,
control-panel/operations/LiveOrdersScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,live-orders,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Live orders screen; in SCREEN_RENDERERS,
control-panel/operations/OperationsHubScreen.tsx,control-panel,operations,WORKSPACE,dsh,DshControlPanelSurfaceHost.tsx,control-panel/operations/index.ts,operations.registry.ts,DshControlPanelSurfaceHost.tsx,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Operations hub screen; mounted by DshControlPanelSurfaceHost; contains all 11 SCREEN_RENDERERS,
control-panel/operations/PartnerStoresScreen.tsx,control-panel,operations,SCREEN,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,operations.registry.ts,OperationsHubScreen.tsx,partner-stores,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner stores screen; in SCREEN_RENDERERS,
control-panel/operations/flow-meta.ts,control-panel,operations,DATA,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Operations flow metadata,
control-panel/operations/geo-heatmap.preview-data.ts,control-panel,operations,FIXTURE_PREVIEW_DATA,dsh,GeoHeatmapScreen.tsx,control-panel/operations/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Geo heatmap preview data,
control-panel/operations/index.ts,control-panel,operations,INDEX,dsh,DshControlPanelSurfaceHost.tsx,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Operations barrel export; includes AuditTrailDetailWorkspace export added in V6,
control-panel/operations/operations.preview-data.ts,control-panel,operations,FIXTURE_PREVIEW_DATA,dsh,multiple screens,control-panel/operations/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Operations preview data; used by AuditSupportSlaScreen and others,
control-panel/operations/operations.registry.ts,control-panel,operations,REGISTRY,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Operations canonical group registry,
control-panel/operations/operations.types.ts,control-panel,operations,TYPES,dsh,OperationsHubScreen.tsx,control-panel/operations/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Operations type definitions,
control-panel/operations/operations.ui.tsx,control-panel,operations,SHARED,dsh,—,control-panel/operations/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,KEEP_MONITOR,EXPORTED_ONLY,Deprecated OperationsSuggestionCard; marked @deprecated in source; not imported by current screens,@deprecated annotation present — owner should confirm removal
control-panel/partners/ControlPanelDshPartnerApprovalsScreen.tsx,control-panel,partners,SCREEN,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,ML-001 area: partner approvals screen; not mounted in known surface host,
control-panel/partners/DshPartnerPromotionEligibilityScreen.tsx,control-panel,partners,SCREEN,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Partner promotion eligibility screen; not mounted in known surface host,
control-panel/partners/PartnerDeactivationWorkspace.tsx,control-panel,partners,WORKSPACE,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-038: exported from partners/index.ts; NOT mounted in CP routing; BLOCKED_BY_CONTRACT (partner mgmt API),
control-panel/partners/PartnerIntakeLane.tsx,control-panel,partners,WORKSPACE,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Partner intake lane; exported but not mounted in known surface host,
control-panel/partners/PartnerTopologyLane.tsx,control-panel,partners,WORKSPACE,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Partner topology lane; exported but not mounted in known surface host,
control-panel/partners/closure-workspaces.tsx,control-panel,partners,WORKSPACE,dsh,—,control-panel/partners/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Partners closure workspaces; exported but not mounted,
control-panel/partners/index.ts,control-panel,partners,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Partners barrel export,
control-panel/partners/workflow.ts,control-panel,partners,DATA,dsh,ControlPanelDshPartnerApprovalsScreen.tsx,control-panel/partners/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Partner workflow definitions,
control-panel/shared/ControlPanelDshActionQueue.tsx,control-panel,shared,SHARED,dsh,OperationsHubScreen.tsx,control-panel/shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP action queue shared component,
control-panel/shared/ControlPanelDshDecisionBoard.tsx,control-panel,shared,SHARED,dsh,multiple,control-panel/shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP decision board shared component,
control-panel/shared/ControlPanelDshWorkspaceFrame.tsx,control-panel,shared,SHARED,dsh,multiple,control-panel/shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP workspace frame shared component,
control-panel/shared/control-panel-surface.module.css,control-panel,shared,STYLE,dsh,multiple,—,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP surface module CSS; used by multiple screens,
control-panel/shared/index.ts,control-panel,shared,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,CP shared barrel export,
control-panel/shared/journeyFixtures.ts,control-panel,shared,FIXTURE_PREVIEW_DATA,dsh,ControlPanelDshDecisionBoard.tsx,control-panel/shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Journey fixture data,
control-panel/shared/recommendation.preview-data.ts,control-panel,shared,FIXTURE_PREVIEW_DATA,dsh,multiple,control-panel/shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Recommendation preview data,
control-panel/support/OpsCaptainMessagingWorkspace.tsx,control-panel,support,WORKSPACE,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-034/ML-052: exported from support/index.ts; NOT mounted in CP support routing; BLOCKED_BY_CONTRACT CG-030/031,
control-panel/support/OpsClientMessagingWorkspace.tsx,control-panel,support,WORKSPACE,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-032/ML-050: exported from support/index.ts; NOT mounted in CP support routing; BLOCKED_BY_CONTRACT CG-030/031,
control-panel/support/OpsPartnerMessagingWorkspace.tsx,control-panel,support,WORKSPACE,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-033/ML-051: exported from support/index.ts; NOT mounted in CP support routing; BLOCKED_BY_CONTRACT CG-030/031,
control-panel/support/SupportEscalationQueueScreen.tsx,control-panel,support,SCREEN,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-049: exported from support/index.ts; NOT mounted in CP routing; BLOCKED_BY_CONTRACT CG-032,
control-panel/support/SupportSlaDashboardScreen.tsx,control-panel,support,SCREEN,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-048: exported from support/index.ts; NOT mounted in CP routing; BLOCKED_BY_CONTRACT (SLA metrics API not proven),
