path,roles_detected,owner_assessment,duplication_risk,recommended_action
dsh/frontend/control-panel/platform/Vars/vars.types.ts,approvals | platform/vars | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/platform/index.ts,platform/vars,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/platform/useDemoPlatformState.tsx,operations | platform/vars | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/ControlPanelDshActionQueue.tsx,approvals | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/ControlPanelDshDecisionBoard.tsx,approvals | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/ControlPanelDshWorkspaceFrame.tsx,approvals,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/index.ts,approvals | policy,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/journeyFixtures.ts,operations | support/escalation | approvals | policy | monitoring | catalog/inventory,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/shared/recommendation.preview-data.ts,,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/AuditTrailDetailPanel.tsx,policy | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/OpsCaptainMessagingWorkspace.tsx,,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/OpsClientMessagingWorkspace.tsx,,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/OpsPartnerMessagingWorkspace.tsx,,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/SupportEscalationQueueScreen.tsx,operations | support/escalation | approvals | policy,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/SupportHubScreens.tsx,operations | support/escalation | approvals | policy | monitoring | finance bridge,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/SupportSlaDashboardScreen.tsx,support/escalation | policy | monitoring,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/SupportTicketDetailWorkspace.tsx,support/escalation | policy,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/SupportTicketListScreen.tsx,support/escalation,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/support/index.ts,support/escalation | policy,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/surface-catalog.ts,operations | monitoring | catalog/inventory,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",HIGH,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
dsh/frontend/control-panel/surface-meta.ts,,"TBD-static; control-panel should own policies/escalation/approvals/vars, but code must be manually validated in Phase 0 review.",MEDIUM,Compare with mobile flows and convert into canonical owner/mapping in Phase 1/2; no backend mutation.
