severity,surface,path,issue_type,evidence,recommendation
MEDIUM,control-panel,dsh/frontend/control-panel/finance/RefundQueueWorkspace.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/finance/finance.registry.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/finance/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/fixture-locations.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=27,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/BannersCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=36; placeholder/preview/legacy/TBD tokens=40; large file lines=1547,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/CampaignsCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=38; placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/ControlPanelDshMarketingScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=20,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=21; placeholder/preview/legacy/TBD tokens=10,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/LoyaltyCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=20; placeholder/preview/legacy/TBD tokens=7,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/MarketingMediaReviewCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=22; placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/MarketingReviewQueue.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/PartnerOffersCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=18; placeholder/preview/legacy/TBD tokens=13,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/PromosCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=22; placeholder/preview/legacy/TBD tokens=7,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/SmartSignalLayerScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=16; placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/VideosCommandDeckScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=103; placeholder/preview/legacy/TBD tokens=44,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/commercial-parity-preview.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=15; placeholder/preview/legacy/TBD tokens=8,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/flow-meta.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/loyaltyCommerceData.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/section-meta.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AreaCapacityScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=11,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AuditSupportSlaScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AwnakScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/CaptainOperationsScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/CommandCenterScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/ControlPanelDshSheinProxyScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/DispatchAssignmentScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=8,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/ExceptionsEscalationsScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/GeoHeatmapScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=22; placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/LiveOrdersScreen.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=54; placeholder/preview/legacy/TBD tokens=12,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/OperationsHubScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/PartnerStoresScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/flow-meta.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/geo-heatmap.preview-data.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=10,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.preview-data.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=18,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.registry.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=17,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.types.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.ui.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/partners/DshPartnerPromotionEligibilityScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/partners/PartnerFulfillmentLane.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=22; placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/partners/PartnerTopologyLane.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/partners/workflow.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=31,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
HIGH,control-panel,dsh/frontend/control-panel/platform/Appearance/appearance.preview.ts,UI/UX/design-system/RTL,hardcoded color hits=1; placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Appearance/appearance.types.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Appearance/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Audit/DshPlatformAuditWorkspace.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/ControlPanelDshPlatformScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Health/DshPlatformHealthWorkspace.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/DshPlatformProvidersWorkspace.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=16,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/providers.preview.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/providers.types.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Services/DshPlatformServicesWorkspace.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=9; placeholder/preview/legacy/TBD tokens=11,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
HIGH,control-panel,dsh/frontend/control-panel/platform/Services/services.preview.ts,UI/UX/design-system/RTL,hardcoded color hits=2; placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/DshPlatformVarsWorkspace.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=11; placeholder/preview/legacy/TBD tokens=8,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=49,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/vars.types.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshActionQueue.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshDecisionBoard.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshWorkspaceFrame.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/shared/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
HIGH,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,UI/UX/design-system/RTL,hardcoded color hits=1; placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/support/AuditTrailDetailPanel.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/support/SupportEscalationQueueScreen.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/support/SupportHubScreens.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=20,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,control-panel,dsh/frontend/control-panel/surface-meta.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
HIGH,shared,dsh/frontend/shared/banner.preview-store.ts,UI/UX/design-system/RTL,hardcoded color hits=24; placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/campaign.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/catalog-adoption.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/commercial.preview-contract.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=10,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/dsh-order-journey.model.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=15,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/dshFinancePreviewModel.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=15,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/dshStoreProductCardModel.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=29,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/growth.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=7,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/index.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=26,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/loyalty.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=5,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/marketing-review.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/news-ticker-fixtures.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=5,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/news-ticker.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=9,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/operations-support.preview.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=27,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/partner-offer.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=4,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/promo.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/resolve-dsh-image-source.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=24,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/store-card-commercial-map.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=8,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/video.preview-store.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,shared,dsh/frontend/shared/workflow.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=11; large file lines=734,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/MobileCommandCenter.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=30,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/README.md,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=3,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/appearance.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2; large file lines=987,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/appearance.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=13; placeholder/preview/legacy/TBD tokens=11,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/banner.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=36; placeholder/preview/legacy/TBD tokens=12,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/button.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=30,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/card.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=80; placeholder/preview/legacy/TBD tokens=6; large file lines=958,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/date-time-picker.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=33,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/field.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=59; placeholder/preview/legacy/TBD tokens=22,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/header.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=142; placeholder/preview/legacy/TBD tokens=4; large file lines=806,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/icons.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/list.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=79,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/media.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=25,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/navigation.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=52; placeholder/preview/legacy/TBD tokens=6,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/operational-status.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=69; placeholder/preview/legacy/TBD tokens=11,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/orbit-carousel.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=18; placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/overlay.tsx,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=2,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/payment-decision.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=29,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/state.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=11; placeholder/preview/legacy/TBD tokens=1,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/components/store-card.tsx,UI/UX/design-system/RTL,RTL/layout risk tokens=59,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/foundation.ts,UI/UX/design-system/RTL,RTL/layout risk tokens=82; placeholder/preview/legacy/TBD tokens=13; large file lines=1062,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/index.ts,UI/UX/design-system/RTL,RTL/layout risk tokens=13,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
MEDIUM,ui-kit,ui-kit/src/locales.ts,UI/UX/design-system/RTL,placeholder/preview/legacy/TBD tokens=22,"Review component ownership, compact spacing, RTL clustering, and central UI-kit usage. Avoid source edits until Phase task scopes it."
